04 01 0.412
04 02 0.849
04 03 2.573
04 04 4.428
04 05 5.744
04 06 11.819
04 07 16.460
04 08 24.807
04 09 24.330
04 10 51.125
04 11 70.023
04 12 104.067
04 13 102.840
04 14 115.206
04 15 141.865
04 16 126.491
04 17 122.821
04 18 138.393
04 19 218.017
04 20 232.024
04 21 265.854
04 22 255.538
04 23 339.793
04 24 325.468
04 25 344.040
04 26 440.117
04 27 314.906
04 28 423.935
04 29 497.696
04 30 586.346
04 31 495.072
04 32 690.031
04 33 544.606
04 34 735.777
04 35 1235.558
04 36 996.194
04 37 1457.983
04 38 910.152
04 39 1577.714
04 40 1128.320
04 41 1450.360
04 42 1630.388
04 43 1800.014
04 44 1759.321
04 45 1800.013
04 50 1800.015
