05 01 0.604
05 02 4.776
05 03 9.551
05 04 15.741
05 05 18.711
05 06 34.453
05 07 57.489
05 08 79.717
05 09 97.245
05 10 114.405
05 11 157.830
05 12 282.992
05 13 181.582
05 14 237.740
05 15 259.912
05 16 601.212
05 17 541.305
05 18 500.483
05 19 546.416
05 20 718.225
05 21 630.395
05 22 587.270
05 23 932.977
05 24 1520.744
05 25 1599.586
05 26 1707.243
%05 27 1800.013
%05 28 1800.012
%05 30 1800.038
