02 01 0.597
02 02 0.390
02 03 0.443
02 04 0.475
02 05 0.562
02 06 0.586
02 07 0.647
02 08 0.766
02 09 0.833
02 10 0.833
02 11 0.902
02 12 1.077
02 13 1.070
02 14 1.142
02 15 1.241
02 16 1.311
02 17 1.426
02 18 1.516
02 19 1.619
02 20 1.718
02 21 1.851
02 22 1.963
02 23 2.132
02 24 2.234
02 25 2.379
02 26 2.527
02 27 2.682
02 28 2.835
02 29 2.998
02 30 3.181
03 01 0.394
03 02 0.462
03 03 0.551
03 04 0.624
03 05 0.694
03 06 0.784
03 07 0.863
03 08 0.966
03 09 1.058
03 10 1.155
03 11 1.253
03 12 1.363
03 13 1.480
03 14 1.587
03 15 1.716
03 16 1.831
03 17 2.004
03 18 2.135
03 19 2.271
03 20 2.384
03 21 2.585
03 22 2.757
03 23 2.941
03 24 3.158
03 25 3.224
03 26 3.422
03 27 3.536
03 28 3.822
03 29 3.942
03 30 4.276
04 01 0.407
04 02 0.514
04 03 0.625
04 04 0.757
04 05 0.873
04 06 1.030
04 07 1.159
04 08 1.283
04 09 1.449
04 10 1.583
04 11 1.696
04 12 1.856
04 13 2.014
04 14 2.240
04 15 2.366
04 16 2.627
04 17 2.766
04 18 2.900
04 19 3.099
04 20 3.285
04 21 3.530
04 22 3.764
04 23 3.972
04 24 4.178
04 25 4.376
04 26 4.749
04 27 4.911
04 28 5.292
04 29 5.455
04 30 5.573
05 01 0.463
05 02 0.617
05 03 0.791
05 04 0.986
05 05 1.164
05 06 1.333
05 07 1.525
05 08 1.757
05 09 1.938
05 10 2.103
05 11 2.373
05 12 2.589
05 13 2.744
05 14 2.991
05 15 3.288
05 16 3.498
05 17 3.723
05 18 4.085
05 19 4.218
05 20 4.545
05 21 4.911
05 22 5.301
05 23 5.616
05 24 6.197
05 25 6.218
05 26 6.360
05 27 7.673
05 28 6.949
05 29 7.960
05 30 7.977
06 01 0.522
06 02 0.748
06 03 0.993
06 04 1.226
06 05 1.501
06 06 1.762
06 07 1.999
06 08 2.282
06 09 2.537
06 10 2.785
06 11 3.156
06 12 3.380
06 13 3.714
06 14 4.033
06 15 4.467
06 16 4.767
06 17 4.964
06 01 0.750
06 02 0.746
06 03 0.985
06 04 1.213
06 05 1.467
06 06 1.753
06 07 1.995
06 08 2.254
06 09 2.529
06 10 2.789
06 11 3.147
06 12 3.365
06 13 3.676
06 14 3.985
06 15 4.424
06 16 4.780
06 17 4.981
06 18 5.142
06 19 5.603
06 20 6.407
06 21 6.582
06 22 6.750
06 23 7.633
06 24 7.604
06 25 8.515
06 26 8.517
06 27 8.987
06 28 9.745
06 29 10.878
06 30 10.768
07 01 0.592
07 02 0.894
07 03 1.196
07 04 1.526
07 05 1.825
07 06 2.188
07 07 2.527
07 08 2.961
07 09 3.277
07 10 3.731
07 11 4.199
07 12 4.499
07 13 4.757
07 14 5.325
07 15 5.646
07 16 6.185
07 17 6.836
07 18 7.058
07 19 7.695
07 20 8.230
07 21 8.306
07 22 9.673
07 23 9.145
07 24 10.588
07 25 11.189
07 26 11.422
07 27 12.722
07 28 14.580
07 29 14.658
07 30 13.348
08 01 0.698
08 02 1.093
08 03 1.509
08 04 2.003
08 05 2.447
08 06 2.827
08 07 3.271
08 08 3.778
08 09 4.302
08 10 4.858
08 11 5.615
08 12 5.704
08 13 6.334
08 14 6.924
08 15 7.698
08 16 8.059
08 17 9.164
08 18 9.225
08 19 9.746
08 20 11.527
08 21 11.385
08 22 12.246
08 23 14.488
08 24 15.497
08 25 13.401
08 26 14.839
08 27 19.098
08 28 17.278
08 29 16.829
08 30 17.679
09 01 0.807
09 02 1.356
09 03 1.877
09 04 2.454
09 05 2.945
09 06 3.692
09 07 4.140
09 08 4.724
09 09 5.698
09 10 6.806
09 11 6.868
09 12 7.379
09 13 9.917
09 14 8.716
09 15 9.768
09 16 10.741
09 17 11.393
09 18 13.883
09 19 12.640
09 20 16.352
09 21 15.442
09 22 15.378
09 23 19.053
09 24 25.504
09 25 18.689
09 26 26.924
09 27 20.873
09 28 37.704
09 29 26.331
09 30 35.280
10 01 0.944
10 02 1.635
10 03 2.352
10 04 3.156
10 05 3.861
10 06 4.603
10 07 5.450
10 08 6.677
10 09 7.435
10 10 7.787
10 11 8.483
10 12 10.147
10 13 10.263
10 14 11.899
10 15 12.188
10 16 13.001
10 17 14.036
10 18 18.405
10 19 17.345
10 20 17.956
10 21 22.707
10 22 25.115
10 23 25.852
10 24 26.370
10 25 26.564
10 26 41.645
10 27 29.244
10 28 46.367
10 29 43.656
10 30 66.816
