09 01 2.786
09 02 11.560
09 03 2.111 cexp
09 04 3.711 cexp
09 05 3.529 cexp
09 06 6.276 cexp
09 07 6.223 cexp
09 08 8.644 cexp
09 09 11.338 cexp
09 10 29.473 cexp
