07 01 4.672
07 02 4.848
07 03 1.742 cexp
07 04 3.803 cexp
07 05 2.137 cexp
07 06 3.927 cexp
07 07 2.990 cexp
07 08 3.623 cexp
07 09 5.082 cexp
07 10 9.705 cexp
