04 01 0.435
04 02 0.693
04 03 0.777 cexp
04 04 4.460
04 05 0.946 cexp
04 06 2.640 cexp
04 07 1.689 cexp
04 08 3.515 cexp
04 09 1.759 cexp
04 10 1.875 cexp
