05 01 0.575
05 02 2.392
05 03 0.910 cexp
05 04 1.386 cexp
05 05 1.728 cexp
05 06 2.188 cexp
05 07 2.415 cexp
05 08 2.198 cexp
05 09 2.379 cexp
05 10 7.976 cexp
