08 01 9.716
08 02 6.468
08 03 1.649 cexp
08 04 2.513 cexp
08 05 2.652 cexp
08 06 4.730 cexp
08 07 4.565 cexp
08 08 7.868 cexp
08 09 4.530 cexp
08 10 7.224 cexp
