10 01 3.517
10 02 13.879
10 03 2.800 cexp
10 04 3.410 cexp
10 05 6.933 cexp
10 06 13.860 cexp
10 07 11.564 cexp
10 08 17.926 cexp
10 09 9.759 cexp
10 10 34.461 cexp
