09 01 2.778
09 02 11.003
09 03 3.161 cexp
09 04 5.285 cexp
09 05 3.990 cexp
09 06 4.008 cexp
09 07 4.268 cexp
09 08 7.336 cexp
09 09 8.285 cexp
09 10 9.708 cexp
