05 01 0.609
05 02 1.132
05 03 0.867 cexp
05 04 1.045 cexp
05 05 1.529 cexp
05 06 1.913 cexp
05 07 1.630 cexp
05 08 3.074 cexp
05 09 2.600 cexp
05 10 4.711 cexp
