03 01 0.552
03 02 0.755
03 03 0.900 cexp
03 04 2.829
03 05 1.246 cexp
03 06 3.085 cexp
03 07 1.652 cexp
03 08 3.857 cexp
03 09 1.995 cexp
03 10 4.678 cexp
