09 01 4.259
09 02 32.477
09 03 7.773 cexp
09 04 14.019 cexp
09 05 13.068 cexp
09 06 36.182 cexp
09 07 20.724 cexp
09 08 76.837 cexp
09 09 34.040 cexp
09 10 75.780 cexp
