07 01 2.701
07 02 15.770
07 03 3.599 cexp
07 04 18.758 cexp
07 05 7.054 cexp
07 06 7.893 cexp
07 07 7.453 cexp
07 08 20.313 cexp
07 09 13.453 cexp
07 10 18.995 cexp
