06 01 2.143
06 02 11.867
06 03 2.413 cexp
06 04 5.478 cexp
06 05 3.863 cexp
06 06 7.951 cexp
06 07 6.156 cexp
06 08 12.906 cexp
06 09 7.179 cexp
06 10 24.740 cexp
