08 01 4.295
08 02 26.191
08 03 5.313 cexp
08 04 9.590 cexp
08 05 6.361 cexp
08 06 7.987 cexp
08 07 8.890 cexp
08 08 32.740 cexp
08 09 20.946 cexp
08 10 38.384 cexp
